SKU,Description,Department,Class Name,Sub Class Name,dimx,dimy,dimz,weight,,Class,Conveyable Results,NSST Results,Override,Result,Zone,Daily Units,Daily Hits,Daily Cube,Slots,SKU,Min,Max,Heavy,Liquid,Ship-Ready,Bulk Locations,Desired Profile,Module,Slots,SKU,Min,Max,SKU Volume,Recalculated Max,Assigned Slot
1000018624,HDX IRON HANDLE SCRUB BRUSH,028I,4 - CLEANING,5 - CLEANING TOOLS,6.2,4.4,3.1,0.58,4.4,DFS,CF,BIN-END,,CF,CP1,0.457534247,0.334246575,0.022391641,1,1000018624,16,See Con,N,,N,0,Carton Flow,1,1,1000018624,16,136,84.568,136,
217401,"1-5/8"" DADE CO. TIN TAGS 50 LB",025H,3 - FASTENERS,13 - ROOFING NAILS,10.75,8.13,10.75,50,10.75,DFS,BIN-AISLE,BIN-END,,BIN-AISLE,CP2,0.04109589,0.035616438,0.022344062,5,217401,5,See Con,Y,,N,0,Bin Aisle,2,5,217401,5,10,939.523125,10,
1006136332,HDC 32X40 WHITE WOOD TONE MRROR,059S,7 - ORGANIZATION,19 - MIRRORS,1,40,32,14.15,32,DFS,NC,SR-NC,SR-OBX,SR-OBX,SR1,0.030136986,0.01369863,0.022323694,FALSE,1006136332,2,116,N,,N,0,SR,SR,1,1006136332,2,116,1280,116,
1002350237,DELTA HANDSHOWER 7S CH,029B,4 - SHOWERHEADS,16 - HANDSHOWER,5.4,12.5,6.3,1.81,6.3,DFS,BIN-AISLE,BIN-END,,BIN-AISLE,CP1,0.090410959,0.049315068,0.022249572,3,1002350237,5,See Con,N,,N,0,Bin Aisle,1,3,1002350237,5,14,425.25,14,
1000000693,FOUNDATIONS 2HDL KITCHEN FAUCET SS,029B,3 - FAUCETS,8 - 2HDL KITCHEN FAUCETS,17.05,2.7,12.7,3.18,12.7,DFS,BIN-AISLE,BIN-END,,BIN-AISLE,CP1,0.065753425,0.043835616,0.022246747,4,1000000693,5,See Con,N,,N,0,Bin Aisle,1,4,1000000693,5,13,584.6445,13,
683682,"6"" LOW VIBRATION PALM SANDER",025H,28 - COMPRESSORS AND AIR TOOL,5 - AIR TOOLS,6.45,9.4,4.45,2.61,6.45,DFC,BIN-END,BIN-END,,BIN-END,CP2,0.142465753,0.079452055,0.022244073,2,683682,5,See Con,N,,N,0,Bin Endcap,2,2,683682,5,14,269.8035,14,
1006198762,MAGNETIC WIRE PULLER,27,11 - TOOLS & ACCESSORIES,3 - ELECTRIC TOOLS,11.9,4.2,5.5,2.3,5.5,DFC,BIN-END,BIN-END,,BIN-END,CP2,0.139726027,0.134246575,0.022227597,2,1006198762,5,See Con,N,,N,0,Bin Endcap,2,2,1006198762,5,14,274.89,14,
1001759817,MAK 18V BATTERY 2.0,025T,9 - PORTABLE POWER,17 - BATTERIES/CHARGERS,7.5,3.3,6.9,0.98,6.9,DFC,BIN-END,BIN-END,,BIN-END,CP2,0.224657534,0.2,0.022202483,2,1001759817,5,See Con,N,,N,0,Bin Endcap,2,1,1001759817,5,11,170.775,11,
312869,AJAX APC W/BLEACH POWDER 21OZ,028I,4 - CLEANING,4 - CLEANING CHEMICALS,2.916,7.73,2.916,1.47,2.916,DFS,BIN-END,BIN-END,,BIN-END,CP1,0.583561644,0.252054795,0.022197166,2,312869,20,See Con,N,,N,0,Bin Endcap,1,2,312869,20,59,65.72862288,59,
1002911415,RIDGID EZ CHANGE FAUCET TOOL,026P,7 - PLUMBING REPAIR & REPLAC,9 - PLUMBING TOOLS,2.2,16.38,5.63,1.41,5.63,DFS,BIN-END,BIN-END,,BIN-END,CP2,0.189041096,0.142465753,0.022195118,2,1002911415,5,See Con,N,,N,0,Bin Endcap,2,2,1002911415,5,19,202.88268,19,
255157,15A WHT DECORA 3W SWITCH,27,2 - WIRING DEVICES,7 - SWITCHES,1.625,4.1875,1.6875,0.19,1.6875,DFS,CF,BIN-END,,CF,CP2,3.339726027,0.564383562,0.022193156,1,255157,20,See Con,N,,N,0,Carton Flow,2,1,255157,20,999,11.48291016,999,
642100,FLOOR BOX KIT NM DPLX CVR-GRAY,27,6 - CONDUIT/BOXES/FITTINGS,12 - FLOOR BOXES,6.7,3.7,6.8,0.8,6.7,DFS,BIN-AISLE,BIN-END,,BIN-AISLE,CP1,0.22739726,0.057534247,0.02218334,2,642100,5,See Con,N,,N,0,Bin Aisle,1,1,642100,5,12,168.572,12,
721786,HEAVY DUTY APPLIANCE ROLLER - PR,025H,4 - BUILDER'S HARDWARE,12 - CASTER/GLIDES,22.7,1.6,3.6,1.7,3.6,DFC,BIN-END,BIN-END,,BIN-END,CP2,0.293150685,0.232876712,0.022181735,1,721786,5,See Con,N,,N,0,Bin Endcap,2,1,721786,5,15,130.752,15,
1002998681,.139X48X96 WHITE PAINT PINE PNL,30,27 - PANELING,2 - WOOD PANELING,0.138,96,48,21.6,48,DFS,NC,BULK (PJ),,BULK (PJ),BK1,0.060273973,0.01369863,0.022180822,FALSE,1002998681,25,See Con,N,,N,1,IGNORE,IGNORE,IGNORE,1002998681,IGNORE,IGNORE,IGNORE,IGNORE,
812067,"6"" FLEXIBLE DUCT SPLICE COLLAR",026P,2 - AIR CIRCULATION/ACCES.,5 - GALV VENT PIPE,6.25,5.6,6.05,0.49,6.05,DFS,BIN-END,BIN-END,,BIN-END,CP2,0.180821918,0.098630137,0.02215801,4,812067,18,See Con,N,,N,0,Bin Endcap,2,4,812067,18,37,211.75,37,
1005471257,"LEVEL 24"" TOWEL BAR - BRUSHED NICKEL",029B,9 - BATH ACCESSORIES,2 - BATH HARDWARE,2.2,27.4,3.8,1.22,3.8,DFS,BIN-END,BIN OBL,,BIN-END,CP1,0.167123288,0.098630137,0.022153894,2,1005471257,5,See Con,N,,N,0,Bin Endcap,1,2,1005471257,5,17,229.064,17,
1003168611,M18 FUEL 12.0AH SUPER SAWZALL KIT,025T,9 - PORTABLE POWER,13 - RECIPROCATING SAWS,22.5,12,5.75,18.69,12,DFC,SR-CON,BIN-END,SR-CON,SR-CON,SR2,0.024657534,0.024657534,0.022153253,FALSE,1003168611,7,96,N,,Y,0,SR,SR,1,1003168611,7,96,1552.5,96,
382302,SB NON SCRATCH SCRUB SPONGE 9PK,028I,4 - CLEANING,20 - SPONGE/TOWEL,4.7,3,9,0.5,4.7,DFS,BIN-END,BIN-END,,BIN-END,CP1,0.301369863,0.219178082,0.022131849,1,382302,5,See Con,N,,N,0,Bin Endcap,1,1,382302,5,15,126.9,15,
640269,VINYL K-STYLE HIDDEN HANGER - WHITE,22,10 - ROOFING,12 - VINYL GUTTER,4.5,2.75,1,0.063,2.75,DFS,BIN-END,BIN-END,,BIN-END,CP2,3.082191781,0.087671233,0.022072988,2,640269,125,See Con,N,,N,0,Bin Endcap,2,2,640269,125,314,12.375,314,
963979,"NEW WORK CEILING 4"" 22.5CU FG W/BAR",27,6 - CONDUIT/BOXES/FITTINGS,2 - PVC BOX/COVERS/ACCESS,15.25,3.12,4,1.25,4,DFS,BIN-AISLE,BIN-END,,BIN-AISLE,CP1,0.2,0.021917808,0.022027778,5,963979,24,See Con,N,,N,0,Bin Aisle,1,5,963979,24,51,190.32,51,
489211,"GR 15D 1-1/2""X120 EGSMTH COIL RF7.2M",025H,12 - PNEUMATIC FASTENERS,10 - ROOFING NAILS,18.58,6.92,10.79,40.11,10.79,DFS,NC,BIN-END,SR-NC,SR-NC,SR2,0.02739726,0.01369863,0.021995642,FALSE,489211,10,107,N,,N,0,SR,SR,1,489211,10,107,1387.309144,107,
268860,10-2 NM W/G 250 FT,27,4 - WIRE,2 - NM,14.75,3.75,14.75,31.14,14.75,DFS,BIN-AISLE,BIN-END,,BIN-AISLE,CP1,0.046575342,0.019178082,0.021990121,5,268860,5,See Con,N,,N,0,Bin Aisle,1,5,268860,5,12,815.859375,12,
1000716469,BRANTFORD 2-HANDLE BATHROOM FAUCET T,029B,3 - FAUCETS,"11 - 2HDL 8"" BATH FAUCETS",13.62,2.75,9.25,4,9.25,DFC,BIN-END,BIN-END,,BIN-END,CP2,0.109589041,0.073972603,0.02197227,2,1000716469,5,See Con,N,,N,0,Bin Endcap,2,2,1000716469,5,11,346.45875,11,
248350,3/4 X3/4X12 PVC 2689 QRT RND WHITE,30,20 - MOULDINGS,10 - POLYMER,0.75,144,0.75,1.5924,0.75,DFS,NC,CANTILEVER,,CANTILEVER,CN1,0.468493151,0.032876712,0.021960616,FALSE,248350,20,1643,N,,N,0,IGNORE,IGNORE,IGNORE,248350,IGNORE,IGNORE,IGNORE,IGNORE,
1000000695,FNDATIONS 2HDL KITCH FAUC W/SPRAY SS,029B,3 - FAUCETS,8 - 2HDL KITCHEN FAUCETS,2.75,12.75,17.15,3.81,12.75,DFS,BIN-AISLE,BIN-END,,BIN-AISLE,CP2,0.063013699,0.057534247,0.02192796,4,1000000695,5,See Con,N,,N,0,Bin Aisle,2,4,1000000695,5,13,601.321875,13,
633735,"1/8""X4'X8' SPARTAN OAK WALL PANELS",30,27 - PANELING,2 - WOOD PANELING,96,0.125,48,17,48,DFS,NC,BULK (PJ),,BULK (PJ),BK1,0.065753425,0.01369863,0.021917808,FALSE,633735,50,See Con,N,,N,1,IGNORE,IGNORE,IGNORE,633735,IGNORE,IGNORE,IGNORE,IGNORE,
1004753218,"PORTWOOD 18"" TOWEL BAR BN",029B,9 - BATH ACCESSORIES,2 - BATH HARDWARE,2.9,18.4,3.4,1.1,3.4,DFS,BIN-END,BIN-END,,BIN-END,CP1,0.208219178,0.161643836,0.021861086,1,1004753218,5,See Con,N,,N,0,Bin Endcap,1,1,1004753218,5,11,181.424,11,
1005532657,PIERCE 1HDL TUB/SHOWER FAUCET BN,029B,3 - FAUCETS,4 - TUB & SHOWER,8.7,4.8,13.2,5.83,8.7,DFC,BIN-AISLE,BIN-END,,BIN-AISLE,CP1,0.068493151,0.057534247,0.021849315,3,1005532657,5,See Con,N,,N,0,Bin Aisle,1,3,1005532657,5,11,551.232,11,
1002655473,6X3 REST BRIGHT WHT SOAP DISH-EA,023F,6 - FLOOR AND WALL TILE,20 - DECO AND TRIM TILES,3.85,5.3,6.95,1.73,5.3,DFS,BIN-END,BIN-END,,BIN-END,CP2,0.265753425,0.104109589,0.021810044,1,1002655473,6,See Con,N,,N,0,Bin Endcap,2,1,1002655473,6,14,141.81475,14,
1006083682,RDG 18V 4AH MAX OUTPUT STARTER KIT,025T,9 - PORTABLE POWER,17 - BATTERIES/CHARGERS,12.598,5.394,3.74,3.53,5.394,DFS,BIN-END,BIN-END,,BIN-END,CP1,0.147945205,0.136986301,0.021759119,2,1006083682,5,See Con,N,,N,0,Bin Endcap,1,2,1006083682,5,15,254.1465089,15,
435285,"60"" SHELFTRACK STANDARD",059S,7 - ORGANIZATION,11 - VENTILATED SHELVING/HDWR,0.75,60.625,0.63,1.98,0.75,DFS,NC,OBLONG,,OBLONG,SR1,1.312328767,0.271232877,0.021754669,FALSE,435285,6,See Con,N,,N,0,IGNORE,IGNORE,IGNORE,435285,IGNORE,IGNORE,IGNORE,IGNORE,
1005637623,MOEN HYDROENERGETIX COMBO CH,029B,4 - SHOWERHEADS,17 - COMBOS,13.2,4.7,9.6,2.64,9.6,DFS,BIN-AISLE,BIN-END,,BIN-AISLE,CP2,0.063013699,0.049315068,0.021718721,4,1005637623,5,See Con,N,,N,0,Bin Aisle,2,4,1005637623,5,13,595.584,13,
584037,KEYED INTERNAL HOOK LATCH W/HANDLE,025H,4 - BUILDER'S HARDWARE,25 - REPAIR HARDWARE,14.8,1.25,5,1.1,5,DFC,CF,BIN-END,,CF,CP2,0.405479452,0.336986301,0.021705353,1,584037,6,See Con,N,,N,0,Carton Flow,2,1,584037,6,124,92.5,124,
737610,"47-1/2"" FAST TRACK UPRIGHT",059S,16 - GARAGE/GENERAL ORGANIZE,10 - GARAGE WALL SYSTEMS,47.5,1,1,1.71,1,DFC,NC,SR-NC,,SR-NC,SR2,0.789041096,0.175342466,0.021689498,FALSE,737610,40,3133,N,,N,0,SR,SR,1,737610,40,3133,47.5,3133,
324096,"DEWALT 36"" WRECKING BAR",025T,1 - HAND TOOLS,13 - WRECKING/PRY BARS/FILES,36,4.3,2,6.58,4.3,DFS,BIN-AISLE,SR-NC,,BIN-AISLE,CP1,0.120547945,0.054794521,0.021598174,2,324096,5,See Con,N,,N,0,Bin Aisle,1,2,324096,5,13,309.6,13,
367827,2-1/2 COARSE DRYWALL SCREW 25LB BKT,025H,3 - FASTENERS,10 - DRYWALL SCREWS,10,8,10,25,10,DFS,BIN-AISLE,BIN-END,,BIN-AISLE,CP2,0.046575342,0.019178082,0.021562659,5,367827,5,See Con,N,,N,0,Bin Aisle,2,5,367827,5,12,800,12,
609241,4IN X 8FT DRYER VENT KIT W/GUARD,026P,2 - AIR CIRCULATION/ACCES.,7 - DRYER VENTING,4.9,11.8,8.4,1.5,8.4,DFS,BIN-AISLE,BIN-END,,BIN-AISLE,CP2,0.076712329,0.052054795,0.021561492,3,609241,6,See Con,N,,N,0,Bin Aisle,2,3,609241,6,12,485.688,12,
1001085225,"GB 36""X 48""POLISHED EDGE BATH MIRROR",029B,22 - VANITIES,11 - MIRRORS,0.5,49,37,26.12,37,DFS,NC,D&P,,D&P,SR2,0.04109589,0.035616438,0.021558695,FALSE,1001085225,5,See Con,N,,N,0,IGNORE,IGNORE,IGNORE,1001085225,IGNORE,IGNORE,IGNORE,IGNORE,
1001392670,DAP SILICONE MAX K&B WHITE 10.1 OZ,24,2 - CAULKS,4 - SILICON K&B,1.9,11.2,1.9,0.79,1.9,DFS,BIN-END,BIN-END,,BIN-END,CP1,0.920547945,0.197260274,0.021539117,1,1001392670,12,See Con,N,,N,0,Bin Endcap,1,1,1001392670,12,48,40.432,48,
1003021644,"HALO RL 4"" SELECTABLE CCT 575LM",27,13 - RECESSED LIGHTING,11 - 4 INCH LED TRIMS,5.25,5.313,2.688,0.54,5.25,DFC,BIN-END,BIN-END,,BIN-END,CP2,0.495890411,0.068493151,0.021516437,1,1003021644,5,See Con,N,,N,0,Bin Endcap,2,1,1003021644,5,26,74.977056,26,
164898,8-3 NM W/G 50 FT,27,4 - WIRE,2 - NM,11,4,11,12.78,11,DFS,BIN-END,BIN-END,,BIN-END,CP2,0.076712329,0.076712329,0.021486555,3,164898,5,See Con,N,,N,0,Bin Endcap,2,3,164898,5,12,484,12,
1002582452,MAK 18V BL 2 PC 5.0AH PREM DRL/IMP,025T,9 - PORTABLE POWER,5 - COMBO KITS,11.8,6.1,17.1,15.25,11.8,DFC,BIN-AISLE,BIN-END,,BIN-AISLE,CP2,0.030136986,0.030136986,0.021466638,7,1002582452,5,See Con,N,,N,0,Bin Aisle,2,7,1002582452,5,11,1230.858,11,
909430,GILMOUR METAL PISTOL GRIP NOZZLE,028I,10 - WATERING,7 - NOZZLES,5.37,1.25,6,0.5,5.37,DFC,CF,BIN-END,,CF,CP2,0.920547945,0.361643836,0.021455479,1,909430,20,See Con,N,,N,0,Carton Flow,2,1,909430,20,285,40.275,285,
1001728800,EVERLY TOILET PAPER HOLDER BN,029B,9 - BATH ACCESSORIES,2 - BATH HARDWARE,4.3,11,2.6,1.1,4.3,DFS,BIN-END,BIN-END,,BIN-END,CP2,0.301369863,0.238356164,0.021448186,1,1001728800,5,See Con,N,,N,0,Bin Endcap,2,1,1001728800,5,16,122.98,16,
223010,9/16 X1-5/8X8 PVC 6755 BED WHITE,30,20 - MOULDINGS,10 - POLYMER,0.562,96,1.585,0.8648,1.585,DFS,NC,OBLONG,,OBLONG,SR1,0.432876712,0.038356164,0.021421866,FALSE,223010,15,See Con,N,,N,0,IGNORE,IGNORE,IGNORE,223010,IGNORE,IGNORE,IGNORE,IGNORE,
1005980745,RYB ONE+ BR 1/4 IN IMPACT DRIVER BT,025T,9 - PORTABLE POWER,3 - DRILLS,7.953,7.717,3.386,3.02,7.717,DFC,BIN-END,BIN-END,,BIN-END,CP2,0.178082192,0.164383562,0.021416238,2,1005980745,5,See Con,N,,N,0,Bin Endcap,2,2,1005980745,5,19,207.8099972,19,
1002339402,RAINX +32 BUG REMOVER,025T,31 - GARAGE/AUTOMOTIVE,10 - CLEANING,6.125,12,6.125,8.165,6.125,DFS,NC,BIN-END,SR-OBX,SR-OBX,SR1,0.082191781,0.010958904,0.021413028,FALSE,1002339402,26,331,N,Y,N,0,SR,SR,1,1002339402,26,331,450.1875,331,
1000986727,ZEP QUICK CLEAN DISINFECTANT,028I,4 - CLEANING,4 - CLEANING CHEMICALS,7,12.5,7,8.75,7,DFC,NC,BIN-END,SR-OBX,SR-OBX,SR1,0.060273973,0.049315068,0.021364472,FALSE,1000986727,22,243,N,Y,N,0,SR,SR,1,1000986727,22,243,612.5,243,
1004945062,PORTWOOD 1HDL TUB/SHOWER FAUCET CH,029B,3 - FAUCETS,4 - TUB & SHOWER,13.1,4.6,8.6,5.15,8.6,DFS,BIN-AISLE,BIN-END,,BIN-AISLE,CP1,0.071232877,0.052054795,0.021363102,3,1004945062,5,See Con,N,,N,0,Bin Aisle,1,3,1004945062,5,11,518.236,11,
1000042392,WPIK VARDON HNDHLD SH 5S CH,029B,4 - SHOWERHEADS,16 - HANDSHOWER,5.3,11.2,6.3,1.29,6.3,DFS,BIN-AISLE,BIN-END,,BIN-AISLE,CP1,0.098630137,0.060273973,0.021345205,2,1000042392,5,See Con,N,,N,0,Bin Aisle,1,2,1000042392,5,10,373.968,10,
318941,SCHLAGE ACC BED/BATH SN,025H,10 - DOOR LOCKS,4 - PRIVACY,3.3,9.5,6.5,1.88,6.5,DFS,BIN-AISLE,BIN-END,,BIN-AISLE,CP2,0.180821918,0.021917808,0.021323487,2,318941,5,See Con,N,,N,0,Bin Aisle,2,2,318941,5,19,203.775,19,
320234,14 STRANDED THHN GREEN - 500 FT,27,4 - WIRE,4 - THHN,6.5,3.88,6.5,0.28,6.5,DFS,BIN-END,BIN-END,,BIN-END,CP1,0.224657534,0.063013699,0.021312563,2,320234,5,See Con,N,,N,0,Bin Endcap,1,1,320234,5,12,163.93,12,
502654,"BANBURY 4"" 2HDL BATH FAUCET BZ",029B,3 - FAUCETS,"10 - 2HDL 4"" BATH FAUCETS",10.3,5.7,8.8,3.12,8.8,DFS,BIN-AISLE,BIN-END,,BIN-AISLE,CP2,0.071232877,0.054794521,0.021297641,3,502654,5,See Con,N,,N,0,Bin Aisle,2,3,502654,5,11,516.648,11,
1005223196,20-VOLT MAX BATTERY ADAPTER FOR 18-V,025T,9 - PORTABLE POWER,17 - BATTERIES/CHARGERS,5.625,7,3.187,0.5,5.625,DFC,BIN-END,BIN-END,,BIN-END,CP1,0.293150685,0.232876712,0.021288733,1,1005223196,5,See Con,N,,N,0,Bin Endcap,1,1,1005223196,5,15,125.488125,15,
1002270201,EVERYDAY 2-HANDLE BAR FAUCET IN CHRO,029B,3 - FAUCETS,13 - SPECIALTY KITCHEN,14.2,2.6,10.1,1.6,10.1,DFC,BIN-END,BIN-END,,BIN-END,CP1,0.098630137,0.071232877,0.02128379,2,1002270201,5,See Con,N,,N,0,Bin Endcap,1,2,1002270201,5,10,372.892,10,
1005270618,250 FT. 12/3 PURPLE NM-B WIRE,27,4 - WIRE,2 - NM,14.7,3.1,14.7,26.85,14.7,DFS,BIN-AISLE,BIN-END,,BIN-AISLE,CP1,0.054794521,0.054794521,0.021241724,4,1005270618,5,See Con,N,,N,0,Bin Aisle,1,4,1005270618,5,12,669.879,12,
646961,"4"" X1/8"" BLACK TPR WALLBASE 120'",023F,1 - VINYL PLANK,66 - COVE BASE,17.5,4.5,17,39,17,DFS,NC,BIN-END,BULK (FLS),BULK (FLS),BK1,0.02739726,0.01369863,0.021225742,FALSE,646961,5,See Con,N,,Y,1,IGNORE,IGNORE,IGNORE,646961,IGNORE,IGNORE,IGNORE,IGNORE,
1003905029,MELINDA 1LT LED CHROME MINI PEND DNI,27,16 - INTERIOR LIGHTING,4 - CHAND/PENDANT/ISLAND,10.35,10.95,14.75,4.04,10.95,DFS,NC,BIN-END,SR-OBX,SR-OBX,SR1,0.021917808,0.021917808,0.021203125,FALSE,1003905029,12,89,N,,Y,0,SR,SR,1,1003905029,12,89,1671.654375,89,
482635,50/70 SH ALUM MULL 3 BLOCK 38 1/4,30,22 - WINDOWS,3 - VINYL WINDOWS,3,39,3,10,3,DFS,NC,SR-NC,BIN-OBLONG,BIN-OBLONG,NONE,0.104109589,0.030136986,0.02114726,FALSE,482635,5,See Con,N,,N,0,IGNORE,IGNORE,IGNORE,482635,IGNORE,IGNORE,IGNORE,IGNORE,
371550,"RGD 9 AMP 1/2"" SPADE MUD MIXER",025T,9 - PORTABLE POWER,20 - IMPACT DRIVERS,15.3,3.4,12.2,6.7,12.2,DFS,BIN-AISLE,BIN-END,,BIN-AISLE,CP1,0.057534247,0.046575342,0.021130651,4,371550,5,See Con,N,,N,0,Bin Aisle,1,4,371550,5,12,634.644,12,
1001481700,MKE 5 IN RANDOM ORBIT PALM SANDER,025T,9 - PORTABLE POWER,8 - SANDERS AND POLISHERS,15,5.25,6.5,4.926,6.5,DFC,BIN-END,BIN-END,,BIN-END,CP2,0.071232877,0.063013699,0.021100885,3,1001481700,5,See Con,N,,N,0,Bin Endcap,2,3,1001481700,5,11,511.875,11,
1003314867,SOMBRA 1HDL KITCH FAUCET W/SPRAY CH,029B,3 - FAUCETS,2 - 1HDL KITCHEN FAUCETS,3.7,12.2,24.5,6.1,12.2,DFS,BIN-AISLE,BIN OBL,,BIN-AISLE,CP1,0.032876712,0.030136986,0.021041286,6,1003314867,5,See Con,N,,N,0,Bin Aisle,1,6,1003314867,5,11,1105.93,11,
1001708951,"15A TAMPER AFCI/GFCI, WH",27,2 - WIRING DEVICES,16 - PROTECTION DEVICES,2.1,6.15,3.95,0.34,3.95,DFS,BIN-END,BIN-END,,BIN-END,CP2,0.712328767,0.065753425,0.021029466,1,1001708951,5,See Con,N,,N,0,Bin Endcap,2,1,1001708951,5,38,51.01425,38,
1002246012,MKE 100 BOLD LINE CHALK KIT RED,025T,1 - HAND TOOLS,16 - MARKING & LAYOUT TOOLS,2.4,6.9,8.7,0.71,6.9,DFS,BIN-END,BIN-END,,BIN-END,CP1,0.252054795,0.117808219,0.021015068,2,1002246012,6,See Con,N,,N,0,Bin Endcap,1,1,1002246012,6,13,144.072,13,
734557,KS SIG TUSTIN CMB PCK SATIN NICKEL,025H,10 - DOOR LOCKS,7 - COMBINATION PACKS,8.9,9.4,3.3,3.5,8.9,DFS,BIN-END,BIN-END,,BIN-END,CP2,0.131506849,0.071232877,0.021010502,2,734557,5,See Con,N,,N,0,Bin Endcap,2,2,734557,5,14,276.078,14,
1000915935,150W INCANDESCENT UTILITY VAPOR TIGH,27,31 - HOME & MOBILE ELECTRONIC,64 - S/O EXTERIOR SECURITY,10,4.5,6,2.9,6,DFC,BIN-AISLE,BIN-END,,BIN-AISLE,CP2,0.134246575,0.032876712,0.020976027,2,1000915935,5,See Con,N,,N,0,Bin Aisle,2,2,1000915935,5,14,270,14,
284330,ALEX PLUS CLEAR 10.1 OZ,24,2 - CAULKS,2 - LATEX,2,11.25,2,0.79,2,DFS,BIN-AISLE,BIN-END,,BIN-AISLE,CP2,0.805479452,0.057534247,0.020976027,2,284330,30,See Con,N,,N,0,Bin Aisle,2,2,284330,30,86,45,86,
338481,RCP COMMERICAL ANGLE BROOM,028I,4 - CLEANING,15 - BROOMS,10.5,56,1.5,1.18,10.5,DFS,NC,OBLONG,,OBLONG,SR1,0.04109589,0.035616438,0.020976027,FALSE,338481,12,See Con,N,,N,0,IGNORE,IGNORE,IGNORE,338481,IGNORE,IGNORE,IGNORE,IGNORE,
384084,STRAP TOGGLE 3/16 12PK,025H,3 - FASTENERS,11 - HOLLOW & DRYWALL ANCHORS,5.7,1.8,9.2,0.8,5.7,DFC,BIN-END,BIN-END,,BIN-END,CP2,0.383561644,0.109589041,0.020952055,1,384084,5,See Con,N,,N,0,Bin Endcap,2,1,384084,5,21,94.392,21,
665666,SCHLAGE CSV ELA PASSAGE SC,025H,10 - DOOR LOCKS,8 - COMMERCIAL LOCKS,3.25,9.55,6.55,1.95,6.55,DFS,BIN-END,BIN-END,,BIN-END,CP1,0.178082192,0.164383562,0.020951001,2,665666,5,See Con,N,,N,0,Bin Endcap,1,2,665666,5,19,203.295625,19,
1004654448,DRAMA MARBLE ORA END CAP KIT,029B,26 - STOCK COUNTERTOPS,2 - LAMINATE COUNTER TOPS,28.2,0.8,7.5,1.59,7.5,DFS,BIN-END,BIN OBL,,BIN-END,CP2,0.21369863,0.150684932,0.020924658,5,1004654448,27,See Con,N,,N,0,Bin Endcap,2,5,1004654448,27,57,169.2,57,
610631,RYOBI 18V INVEHICLE CHARGER,025T,9 - PORTABLE POWER,17 - BATTERIES/CHARGERS,8.4,8.8,4.25,2.32,8.4,DFS,BIN-END,BIN-END,,BIN-END,CP1,0.115068493,0.109589041,0.020920091,2,610631,5,See Con,N,,N,0,Bin Endcap,1,2,610631,5,12,314.16,12,
255853,ZEP HD DEGREASER CITRUS SPY 24OZ,028I,4 - CLEANING,4 - CLEANING CHEMICALS,4.35,11,2.6,1.67,4.35,DFC,NC,BIN-END,SR-OBX,SR-OBX,SR1,0.290410959,0.2,0.020908581,FALSE,255853,40,1196,N,Y,N,0,SR,SR,1,255853,40,1196,124.41,1196,
634084,6'X9' CANVAS DROP CLOTH 8OZ,24,10 - SHEETING/BUCKETS,12 - DROP CLOTHS-CANVAS,2.64,11.03,9.24,2.8,9.24,DFS,BIN-AISLE,BIN-END,,BIN-AISLE,CP2,0.134246575,0.052054795,0.020903109,2,634084,6,See Con,N,,N,0,Bin Aisle,2,2,634084,6,14,269.061408,14,
1000118551,48X96 .220 CLR OPTIX ACRYLIC,30,23 - GLASS/SCREEN,5 - ACRYLIC SHEETS,0.22,96,48,45.19,48,DFS,NC,BULK (PJ),D&P,D&P,SR2,0.035616438,0.016438356,0.020894977,FALSE,1000118551,5,See Con,N,,N,0,IGNORE,IGNORE,IGNORE,1000118551,IGNORE,IGNORE,IGNORE,IGNORE,
1005222691,DW 8V SCREWDRIVER W/ 1AH BATTERY,025T,9 - PORTABLE POWER,3 - DRILLS,12.5,8.875,3.125,3.1,8.875,DFC,BIN-END,BIN-END,,BIN-END,CP1,0.104109589,0.101369863,0.020886967,2,1005222691,5,See Con,N,,N,0,Bin Endcap,1,2,1005222691,5,11,346.6796875,11,
1002539284,CONTOUR WH SLIDE OFF DIMMER - CM,27,2 - WIRING DEVICES,2 - DIMMERS,2.5,6,4,0.2,4,DFS,BIN-END,BIN-END,,BIN-END,CP1,0.6,0.180821918,0.020833333,1,1002539284,5,See Con,N,,N,0,Bin Endcap,1,1,1002539284,5,32,60,32,
487323,CRESTFIELD 3PC BATH ACCY KIT-BRNZ,029B,9 - BATH ACCESSORIES,2 - BATH HARDWARE,2.7,24.3,6.9,1.99,6.9,DFS,BIN-AISLE,BIN OBL,,BIN-AISLE,CP2,0.079452055,0.043835616,0.020815197,3,487323,5,See Con,N,,N,0,Bin Aisle,2,3,487323,5,13,452.709,13,
983896,336 BOND ENHANCER FLOORPRIMER 1GAL,023F,14 - FLOORING TOOLS & MATERIA,13 - VINYL TOOLS/ACCESSORIES,6,11.75,6,9,6,DFS,BIN-AISLE,BIN-END,,BIN-AISLE,CP1,0.084931507,0.049315068,0.020790525,3,983896,5,See Con,N,,N,0,Bin Aisle,1,3,983896,5,14,423,14,
1000331151,WATER FILTRATION SYSTEM PLUS,029A,14 - DISPOSERS,14 - HOT WATER DISPENSERS,3.2,14.3,8.4,1.65,8.4,DFC,BIN-END,BIN-END,,BIN-END,CP2,0.093150685,0.082191781,0.020720852,2,1000331151,5,See Con,N,,N,0,Bin Endcap,2,2,1000331151,5,10,384.384,10,
